TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,MiFIR Identifier Description,ICB Industry,ICB Super-Sector Name,Start date,Country of Incorporation,Trading Currency,LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
ROBE,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,ROBO GLOBAL ROB&AUTO GO UCITS ETF (EUR),IE00BMW3QX54,ETFS,ETFs,Financials,Financial Services ,41939,Ireland,EUR,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUE3,UE3A
ROBG,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,ROBO GLOBAL ROB&AUTO GO UCITS ETF (GBP),IE00BMW3QX54,ETFS,ETFs,Financials,Financial Services ,41939,Ireland,GBX,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUE2,UE2A
ROBO,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,ROBO GLOBAL ROB&AUTO GO UCITS ETF (USD),IE00BMW3QX54,ETFS,ETFs,Financials,Financial Services ,41939,Ireland,USD,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUET,UET1
RTWO,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,L&G RUSSELL 2000 SM CAP QUALITY,IE00B3CNHJ55,ETFS,ETFs,Financials,Financial Services ,39758,Ireland,USD,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUET,UET5
RTWP,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,L&G RUSSELL 2000 SM CAP QUALITY,IE00B3CNHJ55,ETFS,ETFs,Financials,Financial Services ,39758,Ireland,GBX,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUE2,UE2E
SUK2,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,L&G FTSE 100 SUPER SHORT STRATEGY,IE00B4QNK008,ETFS,ETFs,Financials,Financial Services ,39986,Ireland,GBX,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUET,UET5
UKG5,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,LG UK GILT 0-5 YEARS ETF,IE00BLRPQK69,ETFS,ETFs,Financials,Financial Services ,44174,Ireland,GBX,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUET,UET1
USDC,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,LG ESG USD CORP BOND,IE00BLRPRD67,ETFS,ETFs,Financials,Financial Services ,44217,Ireland,USD,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUET,UEA1
USDG,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,LG ESG USD CORP BOND,IE00BLRPRD67,ETFS,ETFs,Financials,Financial Services ,44217,Ireland,GBX,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUE2,UEA3
USPY,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,L&G ISE CYBER SECURITY GO UCITS ETF,IE00BYPLS672,ETFS,ETFs,Financials,Financial Services ,42275,Ireland,USD,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUET,UET1
XAGG,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,L&G LNG DTD ALL COMMOD EX-AGRI&LIVESTCK,IE00BYQJ1388,ETFS,ETFs,Financials,Financial Services ,42927,Ireland,GBX,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUE2,UE2A
XAGS,LEGAL & GENERAL UCITS ETF PUBLIC LIMITED COMPANY,L&G LNG DTD ALL COMMOD EX-AGRI&LIVESTCK,IE00BYQJ1388,ETFS,ETFs,Financials,Financial Services ,42927,Ireland,USD,MAIN MARKET,Premium Equity Open Ended Investment Companies,EUET,UET1
LEK,LEKOIL LIMITED,ORD USD0.00005 (DI),KYG5462G1073,SHRS,Shares,Energy,Energy,41411,Cayman Islands,GBX,AIM,,ASQ1,AMQ1
LNTA,LENTA INTERNATIONAL PUBLIC JOINT-STOCK COMPANY,GDR (5 REPR 1 ORD RUB0.0912632) (REG S),US52634T2006,DPRS,Depositary receipts,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",41698,Russian Federation,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
LNTR,LENTA INTERNATIONAL PUBLIC JOINT-STOCK COMPANY,GDR (5 REPR 1 ORD RUB0.0912632) (144A),US52634T1016,DPRS,Depositary receipts,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",41698,Russian Federation,USD,MAIN MARKET,Standard GDRs,MISC,INTM
LEX,LEXINGTON GOLD LTD,COM SHS USD0.003 (DI),BMG5479L1072,SHRS,Shares,Basic Materials,Basic Resources,44173,Bermuda,GBX,AIM,,ASX1,AIMP
39IB,LG ELECTRONICS INC,GDS (REPR 1/2 NON-VTG STK KWN5000)(144A),US50186Q2021,DPRS,Depositary receipts,Consumer Discretionary,Consumer Products and Services,37504,South Korea,USD,MAIN MARKET,Standard GDRs,MISC,INTM
LGLD,LG ELECTRONICS INC,GDS(REPR 1/2 NON-VTG STK KWN5000)(REG S),US50186Q2021,DPRS,Depositary receipts,Consumer Discretionary,Consumer Products and Services,38257,South Korea,USD,MAIN MARKET,Standard GDRs,IOBU,LLLN
LSAA,LIFE SETTLEMENT ASSETS PLC,ORD SHS USD0.01,GB00BF1Q4B05,SHRS,Shares,Financials,Financial Services ,43185,United Kingdom,USD,MAIN MARKET - SFS,,SFM2,SFQQ
LSAB,LIFE SETTLEMENT ASSETS PLC,ORD SHS USD0.01,GB00BF1Q4C12,SHRS,Shares,Financials,Financial Services ,43185,United Kingdom,USD,MAIN MARKET - SFS,,SFM2,SFQQ
LME,LIMITLESS EARTH PLC,ORD 1P,GB00BKXP5L71,SHRS,Shares,Financials,Financial Services ,41771,United Kingdom,GBX,AIM,,ASQ1,AMQ1
LTI,LINDSELL TRAIN INVESTMENT TRUST PLC,ORD 75P,GB0031977944,SHRS,Shares,Financials,Financial Services ,37531,United Kingdom,GBP,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
LIO,LIONTRUST ASSET MANAGEMENT PLC,ORD 1P,GB0007388407,SHRS,Shares,Financials,Financial Services ,38688,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
LIT,LITIGATION CAPITAL MANAGEMENT LIMITED,ORD NPV (DI),AU000000LCA6,SHRS,Shares,Financials,Financial Services ,43453,Australia,GBX,AIM,,AMSM,ASM6
LVCG,LIVE COMPANY GROUP PLC,ORD 1P,GB00BGSGT481,SHRS,Shares,Consumer Discretionary,Media,41638,United Kingdom,GBX,AIM,,ASX1,AIMP
LIV,LIVERMORE INVESTMENTS GROUP LIMITED,ORD NPV,VGG550931015,SHRS,Shares,Financials,Financial Services ,40760,British Virgin Islands,GBX,AIM,,AMSM,ASM8
LLOY,LLOYDS BANKING GROUP PLC,ORD 10P,GB0008706128,SHRS,Shares,Financials,Banks,37949,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
LMS,LMS CAPITAL PLC,ORD 10P,GB00B12MHD28,SHRS,Shares,Financials,Financial Services ,39155,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON15
LSAI,LOCATION SCIENCES GROUP PLC,ORD 0.1P,GB00BGT36S19,SHRS,Shares,Technology,Technology,43427,United Kingdom,GBX,AIM,,ASQ1,AMQ1
LDG,LOGISTICS DEVELOPMENT GROUP PLC,ORD GBP0.01,GB00BD8QVC95,SHRS,Shares,Industrials,Industrial Goods and Services,42850,United Kingdom,GBX,AIM,,ASQ1,AMQ1
LOK,LOK'N STORE GROUP PLC,ORD 1P,GB0007276115,SHRS,Shares,Real Estate,Real Estate ,38525,United Kingdom,GBX,AIM,,ASX1,AIMP
LAS,LONDON & ASSOCIATED PROPERTIES PLC,ORD 10P,GB0005234223,SHRS,Shares,Real Estate,Real Estate ,38705,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSX3,SQSL
LFI,LONDON FINANCE & INVESTMENT GROUP PLC,5P,GB0002994001,SHRS,Shares,Financials,Financial Services ,36419,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
LMP,LONDONMETRIC PROPERTY PLC,ORD 10P,GB00B4WFW713,SHRS,Shares,Real Estate,Real Estate ,40452,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
LSC,LONDON SECURITY PLC,ORD 1P,GB0005314363,SHRS,Shares,Industrials,Industrial Goods and Services,36679,United Kingdom,GBX,AIM,,ASX1,AIMP
LSEG,LONDON STOCK EXCHANGE GROUP PLC,ORD SHS 6 79/86P,GB00B0SWJX34,SHRS,Shares,Financials,Financial Services ,38852,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
LBE,LONGBOAT ENERGY PLC,ORD 10P (REG S),GB00BKFW2482,SHRS,Shares,Energy,Energy,43797,United Kingdom,GBX,AIM,,ASX1,AMSR
LOOK,LOOKERS PLC,ORD  5P,GB00B17MMZ46,SHRS,Shares,Consumer Discretionary,Retail ,38903,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON10
LOOP,LOOPUP GROUP PLC,ORD 0.5P,GB00BYQP6S60,SHRS,Shares,Technology,Technology,42606,United Kingdom,GBX,AIM,,ASQ1,AMQ1
LGRS,LOUNGERS PLC,ORD 1P,GB00BH4JR002,SHRS,Shares,Consumer Discretionary,Travel and Leisure,43584,United Kingdom,GBX,AIM,,ASQ1,AMQ1
LWI,LOWLAND INVESTMENT COMPANY PLC,ORD 25P,GB0005368062,SHRS,Shares,Financials,Financial Services ,38541,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
LPA,LPA GROUP PLC,ORD 10P,GB0007320806,SHRS,Shares,Industrials,Industrial Goods and Services,37383,United Kingdom,GBX,AIM,,ASX1,AIMP
LSL,LSL PROPERTY SERVICES PLC,ORD 0.2P,GB00B1G5HX72,SHRS,Shares,Real Estate,Real Estate ,39160,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
LUCE,LUCECO PLC,ORD GBP0.0005,GB00BZC0LP49,SHRS,Shares,Industrials,Industrial Goods and Services,42660,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
LKCA,LUCKY CEMENT LIMITED,GDR (EACH REPR 4 EQTY SHS) (144A),US5495201049,DPRS,Depositary receipts,Industrials,Construction and Materials,39576,Pakistan,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPD
LKCS,LUCKY CEMENT LIMITED,GDR (EACH REPR 4 EQTY SHS) (REG S),US5495202039,DPRS,Depositary receipts,Industrials,Construction and Materials,39576,Pakistan,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBU,IPLN
LXI,LXI REIT PLC,ORD 1P,GB00BYQ46T41,SHRS,Shares,Real Estate,Real Estate ,42793,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
CRAL,LYXOR,LYXOR BBG EQUAL-WEIGHT COMMO EX-AGR,LU0419741177,ETFS,ETFs,Financials,Financial Services ,44085,Luxembourg,GBP,MAIN MARKET,,ETFS,ETEN
CRAU,LYXOR,LYXOR BBG EQUAL-WEIGHT COMMO EX-AGR,LU0419741177,ETFS,ETFs,Financials,Financial Services ,44085,Luxembourg,USD,MAIN MARKET,,ETF2,EFEN
E127,LYXOR,LYXOR MSCI EMERGING MKTS UCITS ETF,LU0635178014,ETFS,ETFs,Financials,Financial Services ,43971,Luxembourg,GBP,MAIN MARKET,,ETFS,ETEN
LEMA,LYXOR,LYXOR MSCI EMERGING MARKETS (LUX),LU2200146228,ETFS,ETFs,Financials,Financial Services ,44224,Luxembourg,USD,MAIN MARKET,,ETFS,ETEN
U127,LYXOR,LYXOR MSCI EMERGING MARKETS UCITS ETF,LU0635178014,ETFS,ETFs,Financials,Financial Services ,43971,Luxembourg,USD,MAIN MARKET,,ETF2,EFEN
BUOY,LYXOR INDEX FUND,LYX ETF $ FLOATING RATE DIS,LU1571051751,ETFS,ETFs,Financials,Financial Services ,42867,France,USD,MAIN MARKET,,ETFS,ETEL
CSH2,LYXOR INDEX FUND,LYXOR SMART CASH UCITS ETF C-GBP,LU1230136894,ETFS,ETFs,Financials,Financial Services ,42165,France,GBX,MAIN MARKET,,ETFS,ETEU
DIGE,LYXOR INDEX FUND,LYXOR MSCI DIGITAL ECONOMY ESG FILTERED,LU2023678878,ETFS,ETFs,Financials,Financial Services ,43951,France,USD,MAIN MARKET,,ETF2,EFEU
DTEC,LYXOR INDEX FUND,LYXOR MSCI DISRUPTIVE TECHNOLOGY ESG,LU2023678282,ETFS,ETFs,Financials,Financial Services ,43951,France,GBP,MAIN MARKET,,ETFS,ETEU
EBUY,LYXOR INDEX FUND,LYXOR MSCI DIGITAL ECONOMY ESG FILTERED,LU2023678878,ETFS,ETFs,Financials,Financial Services ,43951,France,GBP,MAIN MARKET,,ETFS,ETEU
ELCR,LYXOR INDEX FUND,LYXOR MSCI FUTURE MOBILITY ESG FILTERED,LU2023679090,ETFS,ETFs,Financials,Financial Services ,43951,France,GBP,MAIN MARKET,,ETFS,ETEU
ELLE,LYXOR INDEX FUND,LYX ETF GLOB GENDER EQUALITY (DR) ACC,LU1691909508,ETFS,ETFs,Financials,Financial Services ,43081,France,USD,MAIN MARKET,,ETFS,ETEU
GEND,LYXOR INDEX FUND,LYXOR GLOBAL GENDER EQUALITY,LU1691909508,ETFS,ETFs,Financials,Financial Services ,43145,France,GBP,MAIN MARKET,,ETF2,EFEU
GENY,LYXOR INDEX FUND,LYXOR MSCI MILLENNIALS ESG,LU2023678449,ETFS,ETFs,Financials,Financial Services ,43951,France,USD,MAIN MARKET,,ETF2,EFEU
GHYU,LYXOR INDEX FUND,LYXOR GLOB HIYIELD SUSTAINABLE EXP UCITS,LU2099295466,ETFS,ETFs,Financials,Financial Services ,43874,France,USD,MAIN MARKET,,ETFS,ETEL
HYST,LYXOR INDEX FUND,LYX ETF BOFAML $ ST TERM HY BD DIS,LU1617164055,ETFS,ETFs,Financials,Financial Services ,42923,France,USD,MAIN MARKET,,ETFS,ETEU
IQCT,LYXOR INDEX FUND,LYXOR MSCI SMART CITIES ESG FILTERED,LU2023679256,ETFS,ETFs,Financials,Financial Services ,43951,France,USD,MAIN MARKET,,ETF2,EFEU
IQCY,LYXOR INDEX FUND,LYXOR MSCI SMART CITIES ESG FILTERED,LU2023679256,ETFS,ETFs,Financials,Financial Services ,43951,France,GBP,MAIN MARKET,,ETFS,ETEU
LEMB,LYXOR INDEX FUND,LYXOR IBOXX $ LIQUID EM MARKETS SOV,LU1686830909,ETFS,ETFs,Financials,Financial Services ,43399,France,USD,MAIN MARKET,,ETFS,ETEU
MEUD,LYXOR INDEX FUND,LYXOR CORE STOXX EUROPE 600,LU0908500753,ETFS,ETFs,Financials,Financial Services ,41529,France,GBX,MAIN MARKET,,ETFS,ETEU
MEUS,LYXOR INDEX FUND,LY CORE EUROPE 600,LU0908500753,ETFS,ETFs,Financials,Financial Services ,44140,France,USD,MAIN MARKET,,ETF2,EFEU
MFDD,LYXOR INDEX FUND,LYXOR CORE EURO STOXX 300,LU0908501132,ETFS,ETFs,Financials,Financial Services ,43306,France,GBP,MAIN MARKET,,ETFS,ETEU
MILL,LYXOR INDEX FUND,LYXOR MSCI MILLENNIALS ESG,LU2023678449,ETFS,ETFs,Financials,Financial Services ,43951,France,GBP,MAIN MARKET,,ETFS,ETEU
MMS,LYXOR INDEX FUND,LYXOR MSCI EMU SMALL CAP (DR) UCITS ETF,LU1598689153,ETFS,ETFs,Financials,Financial Services ,43669,France,GBP,MAIN MARKET,,ETFS,ETEU
MOBI,LYXOR INDEX FUND,LYXOR MSCI FUTURE MOBILITY ESG FILTERED,LU2023679090,ETFS,ETFs,Financials,Financial Services ,43951,France,USD,MAIN MARKET,,ETF2,EFEU
MSED,LYXOR INDEX FUND,LYXOR CORE EURO STOXX 50,LU0908501215,ETFS,ETFs,Financials,Financial Services ,41529,France,GBX,MAIN MARKET,,ETFS,ETEU
ROAI,LYXOR INDEX FUND,LYXOR ROBOTICS & AI UCITS ETF,LU1838002480,ETFS,ETFs,Financials,Financial Services ,43361,France,USD,MAIN MARKET,,ETFS,ETEU
SGVB,LYXOR INDEX FUND,LYX ETF SG GLOBAL VALUE BETA ACC,LU1081771369,ETFS,ETFs,Financials,Financial Services ,41849,France,USD,MAIN MARKET,,ETFS,ETEU
SGVL,LYXOR INDEX FUND,LYX ETF SG GLOBAL VALUE BETA ACC,LU1081771369,ETFS,ETFs,Financials,Financial Services ,41849,France,GBX,MAIN MARKET,,ETF2,EFEU
SMTC,LYXOR INDEX FUND,LYXOR SMART CASH UCITS ETF C-USD,LU1248511575,ETFS,ETFs,Financials,Financial Services ,42209,France,USD,MAIN MARKET,,ETFS,ETEA
STUB,LYXOR INDEX FUND,LYX ETF BOFAML $ ST TERM HY BD DIS,LU1617164055,ETFS,ETFs,Financials,Financial Services ,42923,France,GBP,MAIN MARKET,,ETF2,EFEU
SWIM,LYXOR INDEX FUND,LYX ETF $ FLOATING RATE DIS,LU1571051751,ETFS,ETFs,Financials,Financial Services ,42867,France,GBP,MAIN MARKET,,ETF2,EFEL
UHYG,LYXOR INDEX FUND,LYXOR USD HIGH YIELD UCITS ETF,LU1435356149,ETFS,ETFs,Financials,Financial Services ,42670,France,GBP,MAIN MARKET,,ETF2,EFEL
UNIC,LYXOR INDEX FUND,LYXOR MSCI DISRUPTIVE TECHNOLOGY ESG,LU2023678282,ETFS,ETFs,Financials,Financial Services ,43951,France,USD,MAIN MARKET,,ETF2,EFEU
USHY,LYXOR INDEX FUND,LYXOR USD HIGH YIELD UCITS ETF,LU1435356149,ETFS,ETFs,Financials,Financial Services ,42670,France,USD,MAIN MARKET,,ETFS,ETEL
USIG,LYXOR INDEX FUND,LYX ETF US LIQ IG CORP BDS DIS,LU1285959703,ETFS,ETFs,Financials,Financial Services ,42272,France,USD,MAIN MARKET,,ETFS,ETEU
USIX,LYXOR INDEX FUND,LYX ETF US LIQ IG CORP BDS DIS,LU1285959703,ETFS,ETFs,Financials,Financial Services ,42272,France,GBX,MAIN MARKET,,ETF2,EFEU
YIEL,LYXOR INDEX FUND,LYXOR EURO HIGH YIELD UCITS ETF,LU1812090543,ETFS,ETFs,Financials,Financial Services ,43399,France,EUR,MAIN MARKET,,ETFS,ETEL
CACX,LYXOR INTERNATIONAL ASSET MANAGEMENT,LYXOR CAC 40 - DIST,FR0007052782,ETFS,ETFs,Financials,Financial Services ,41878,France,GBX,MAIN MARKET,,ETFS,ETEU
DJEL,LYXOR INTERNATIONAL ASSET MANAGEMENT,LYXOR DOW JONES INDUSTRIAL AVG - DIST,FR0007056841,ETFS,ETFs,Financials,Financial Services ,41228,France,GBX,MAIN MARKET,,ETFS,ETEU
DJEU,LYXOR INTERNATIONAL ASSET MANAGEMENT,LYXOR DOW JONES INDUSTRIAL AVG - DIST $,FR0007056841,ETFS,ETFs,Financials,Financial Services ,41529,France,USD,MAIN MARKET,,ETF2,EFEU
MPO,MACAU PROPERTY OPPORTUNITIES FUND LIMITED,ORD USD0.01,GG00BGDYFV61,SHRS,Shares,Financials,Financial Services ,43291,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON15
MACF,MACFARLANE GROUP PLC,ORD 25P,GB0005518872,SHRS,Shares,Industrials,Industrial Goods and Services,35171,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC6
11KQ,MADINET NASR FOR HOUSING & DEVELOPMENT S.A.E.,GDR (REPR 4 ORDS) 144A,US5565241065,DPRS,Depositary receipts,Real Estate,Real Estate ,43091,Egypt,USD,ADMISSION TO TRADING ONLY,,MISC,INAD
MNHD,MADINET NASR FOR HOUSING & DEVELOPMENT S.A.E.,GDR (REPR 4 ORD) REG S,US5565242055,DPRS,Depositary receipts,Real Estate,Real Estate ,43091,Egypt,USD,ADMISSION TO TRADING ONLY,,IOBU,INLU
MNO,MAESTRANO GROUP PLC,ORD 1P,GB00BYZQM590,SHRS,Shares,Technology,Technology,43250,United Kingdom,GBX,AIM,,ASQ1,AMQ1
MAVD,MAGYAR TELEKOM TELECOMMUNICATIONS PLC,ADS (EACH REPR 5 SHS HUF100),US5597761098,DPRS,Depositary receipts,Telecommunications,Telecommunications,38257,Hungary,USD,ADMISSION TO TRADING ONLY,,IOBU,INLU
MHID,MAHINDRA & MAHINDRA LIMITED,GDR (REPR 1 ORD INR10 REG 'S'),USY541641194,DPRS,Depositary receipts,Consumer Discretionary,Automobiles and Parts,38257,India,USD,ADMISSION TO TRADING ONLY,,IOBE,INHE
61HE,MAIL.RU GROUP LIMITED,GDR (EACH REPR 1 ORD) (144A),US5603171092,DPRS,Depositary receipts,Technology,Technology,40487,British Virgin Islands,USD,MAIN MARKET,Standard GDRs,MISC,INTM
MAIL,MAIL.RU GROUP LIMITED,GDR (EACH REPR 1 ORD) (REG S),US5603172082,DPRS,Depositary receipts,Technology,Technology,40487,British Virgin Islands,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
MAI,MAINTEL HOLDINGS PLC,ORD 1P,GB00B046YG73,SHRS,Shares,Telecommunications,Telecommunications,38707,United Kingdom,GBX,AIM,,ASQ1,AMQ1
MAJE,MAJEDIE INVESTMENTS PLC,10P,GB0005555221,SHRS,Shares,Financials,Financial Services ,38541,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
MLVN,MALVERN INTERNATIONAL PLC,ORD 0.1P,GB00B04XB679,SHRS,Shares,Industrials,Industrial Goods and Services,38616,United Kingdom,GBX,AIM,,ASQ1,AMQ1
MNL,MANCHESTER & LONDON INVESTMENT TRUST PLC,ORD 25P,GB0002258472,SHRS,Shares,Financials,Financial Services ,36419,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC7
MDO,MANDARIN ORIENTAL INTERNATIONAL LD,ORD US$0.05(SING REG),BMG578481068,SHRS,Shares,Consumer Discretionary,Travel and Leisure,38257,Bermuda,USD,MAIN MARKET,Standard Shares,SSX4,SXSN
MDOB,MANDARIN ORIENTAL INTERNATIONAL LD,ORD US$0.05(BERMUDA REGD),BMG578481068,SHRS,Shares,Consumer Discretionary,Travel and Leisure,38294,Bermuda,USD,MAIN MARKET,Standard Shares,SSX4,SXSN
MDOJ,MANDARIN ORIENTAL INTERNATIONAL LD,ORD US$0.05(JERSEY REG),BMG578481068,SHRS,Shares,Consumer Discretionary,Travel and Leisure,38294,Bermuda,USD,MAIN MARKET,Standard Shares,SSX4,SXSN
05IS,MANDO MACHINERY CORPORATION,GDR (EACH REPR 1/2 SHS COM STK)(144 A),US5626651096,DPRS,Depositary receipts,Consumer Discretionary,Automobiles and Parts,35985,South Korea,USD,MAIN MARKET,Standard GDRs,MISC,INTM
MNMD,MANDO MACHINERY CORPORATION,GDR (REPR 1/2 SHS COM STK)(REG S),USY576241019,DPRS,Depositary receipts,Consumer Discretionary,Automobiles and Parts,38259,South Korea,USD,MAIN MARKET,Standard GDRs,IOBU,LLLN
EMG,MAN GROUP PLC,ORD USD0.0342857142,JE00BJ1DLW90,SHRS,Shares,Financials,Financial Services ,43613,Jersey,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MANO,MANOLETE PARTNERS PLC,ORD 0.4P,GB00BYWQCY12,SHRS,Shares,Financials,Financial Services ,43448,United Kingdom,GBX,AIM,,ASQ1,AMQ1
MFX,MANX FINANCIAL GROUP PLC,ORD NPV,IM00B28ZPX83,SHRS,Shares,Financials,Financial Services ,39478,Isle of Man,GBX,AIM,,ASX1,AIMP
MPLF,MARBLE POINT LOAN FINANCING LIMITED,ORD SHS NPV,GG00BF1Q4G54,SHRS,Shares,Financials,Financial Services ,43144,Guernsey,USD,MAIN MARKET - SFS,,SFM1,SFML
MPLS,MARBLE POINT LOAN FINANCING LIMITED,ORD SHS NPV GBP,GG00BF1Q4G54,SHRS,Shares,Financials,Financial Services ,43662,Guernsey,GBX,MAIN MARKET - SFS,,SFM1,SFML
MAC,MARECHALE CAPITAL PLC,ORD 0.8P,GB0005401087,SHRS,Shares,Financials,Financial Services ,39510,United Kingdom,GBX,AIM,,ASX1,AIMP
GOLB,MARKET ACCESS,MARKET ACCESS NYSE ARCA GOLD BUGS ETF,LU0259322260,ETFS,ETFs,Financials,Financial Services ,43937,Luxembourg,GBP,MAIN MARKET,,ETFS,ETEU
M9SV,MARKET ACCESS,MA - STOXX CHINA A MIN VAR ETF - EUR C,LU1750178011,ETFS,ETFs,Financials,Financial Services ,43318,Luxembourg,GBP,MAIN MARKET,,ETFS,ETEU
RICI,MARKET ACCESS,MARKET ACCESS - RICI INDEX ETF,LU0249326488,ETFS,ETFs,Financials,Financial Services ,43937,Luxembourg,GBP,MAIN MARKET,,ETFS,ETEU
MKS,MARKS AND SPENCER GROUP PLC,ORD 25P,GB0031274896,SHRS,Shares,Consumer Discretionary,Retail ,37334,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MRL,MARLOWE PLC,ORD 50P,GB00BD8SLV43,SHRS,Shares,Industrials,Industrial Goods and Services,42460,United Kingdom,GBX,AIM,,ASQ1,AMQ1
MMH,MARSHALL MOTOR HOLDINGS PLC,ORD 64P,GB00BVYB2Q58,SHRS,Shares,Consumer Discretionary,Retail ,42096,United Kingdom,GBX,AIM,,ASQ1,AMQ1
MSLH,MARSHALLS PLC,ORD 25P,GB00B012BV22,SHRS,Shares,Industrials,Construction and Materials,38176,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
MHM,MARSH & MCLENNAN COS. INC,COM US$1,US5717481023,SHRS,Shares,Financials,Insurance,38257,United States,USD,MAIN MARKET,Standard Shares,SSX4,SXSN
92IP,MARSTON'S PLC,6% CUM PRF(PTG)STK #1,GB0009772459,SHRS,Shares,Consumer Discretionary,Travel and Leisure,37435,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
MARS,MARSTON'S PLC,ORD 7.375P,GB00B1JQDM80,SHRS,Shares,Consumer Discretionary,Travel and Leisure,39091,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MNP,MARTIN CURRIE GLOBAL PORTFOLIO TRUST PLC,ORD 5P,GB0005372411,SHRS,Shares,Financials,Financial Services ,38541,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
MAW,MARUWA CO. LTD,JPY50,JP3879250003,SHRS,Shares,Industrials,Industrial Goods and Services,38257,Japan,JPY,MAIN MARKET,Standard Shares,SSX4,SXSN
MAC3,MARWYN ACQUISITION COMPANY III LIMITED,ORD NPV (DI),VGG5878H1038,SHRS,Shares,Financials,Financial Services ,44169,British Virgin Islands,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
MAC2,MARWYN ACQUISITION COMPANY II LIMITED,ORD NPV (DI),VGG5877D1033,SHRS,Shares,Financials,Financial Services ,44169,British Virgin Islands,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
MACP,MARWYN ACQUISITION COMPANY PLC,ORD NPV,JE00BZBYC658,SHRS,Shares,Financials,Financial Services ,42964,Jersey,GBX,AIM,,ASQ1,AMQ1
MVI,MARWYN VALUE INVESTORS LIMITED,ORD 0.0001P,KYG5897M1740,SHRS,Shares,Financials,Financial Services ,42285,Cayman Islands,GBX,MAIN MARKET - SFS,,SFM2,SFQQ
